Date,Value
5/16/2014,0.985898926
5/19/2014,0.993604878
5/20/2014,1.004912709
5/21/2014,0.99764977
5/22/2014,1.02105231
5/23/2014,1.008674969
5/26/2014,1.009704602
5/27/2014,1.002328365
5/28/2014,1.002352381
5/29/2014,1.000734072
5/30/2014,0.996639369
6/2/2014,1.020744407
6/3/2014,1.006583463
6/4/2014,1.002242211
6/5/2014,1.000757246
6/6/2014,0.999858755
6/9/2014,1.003101348
6/10/2014,0.991457274
6/11/2014,1.004980438
6/12/2014,0.993632813
6/13/2014,1.008301955
6/16/2014,0.989101103
6/17/2014,1.002858023
6/18/2014,1.009336963
6/19/2014,1.016232046
6/20/2014,0.99923572
6/23/2014,1.001293883
6/24/2014,1.000452849
6/25/2014,0.992870176
6/26/2014,1.002743234
6/27/2014,0.986054129
6/30/2014,1.004445155
7/1/2014,1.010823078
7/2/2014,1.002855863
7/3/2014,0.998589478
7/4/2014,1.005788257
7/7/2014,0.996262942
7/8/2014,0.99577161
7/9/2014,0.999232111
7/10/2014,0.994368252
7/11/2014,0.996554412
7/14/2014,1.00875626
7/15/2014,1.006428777
7/16/2014,0.998969783
7/17/2014,0.999412194
7/18/2014,0.98994488
7/21/2014,1
7/22/2014,1.008384118
7/23/2014,0.999040577
7/24/2014,0.997120431
7/25/2014,1.01134817
7/28/2014,1.004627434
7/29/2014,1.00570981
7/30/2014,1.00180305
7/31/2014,0.998372711
8/1/2014,0.99374812
8/4/2014,0.996868517
8/5/2014,0.990035838
8/6/2014,0.989522436
8/7/2014,1.00478767
8/8/2014,0.970195052
8/11/2014,1.023828704
8/12/2014,1.002034962
8/13/2014,1.00345091
8/14/2014,1.006634868
8/15/2014,1.00024614
8/18/2014,1.000278083
8/19/2014,1.008300839
8/20/2014,1.000301632
8/21/2014,1.008525053
8/22/2014,0.996983885
8/25/2014,1.004765986
8/26/2014,0.99410563
8/27/2014,1.000876257
8/28/2014,0.995174713
8/29/2014,0.997718575
9/1/2014,1.003371873
9/2/2014,1.012405826
9/3/2014,1.003813359
9/4/2014,0.996683065
9/5/2014,0.999521567
9/8/2014,1.002325063
9/9/2014,1.002804185
9/10/2014,1.002516319
9/11/2014,1.00762693
9/12/2014,1.002457059
9/15/2014,1
9/16/2014,0.997695065
9/17/2014,0.998563284
9/18/2014,1.01125962
9/19/2014,1.01578332
9/22/2014,0.992937422
9/24/2014,0.997627395
9/25/2014,1.012784295
9/26/2014,0.991188588
9/29/2014,1.004977202
9/30/2014,0.99159321
10/1/2014,0.994356854
10/2/2014,0.973868099
10/3/2014,1.002979197
10/6/2014,1.011605058
10/7/2014,0.993259049
10/8/2014,0.988098604
10/9/2014,0.992494811
10/10/2014,0.988475955
10/13/2014,1
10/14/2014,0.976207388
10/15/2014,1.00917281
10/16/2014,0.977766331
10/17/2014,0.9860317
10/20/2014,1.039822488
10/21/2014,0.97968728
10/22/2014,1.026444329
10/23/2014,0.996261488
10/24/2014,1.010085216
10/27/2014,1.006348572
10/28/2014,0.996178397
10/29/2014,1.014611958
10/30/2014,1.006705069
10/31/2014,1.048253283
11/4/2014,1.027337487
11/5/2014,1.004438828
11/6/2014,0.991448479
11/7/2014,1.005234509
11/10/2014,0.994084757
11/11/2014,1.020474925
11/12/2014,1.004259574
11/13/2014,1.011382084
11/14/2014,1.005636877
11/17/2014,0.970439979
11/18/2014,1.021813604
11/19/2014,0.996810981
11/20/2014,1.000700419
11/21/2014,1.003274426
11/24/2014,1
11/25/2014,1.002886899
11/26/2014,0.998619049
11/27/2014,0.992229444
11/28/2014,1.012253217
12/1/2014,1.007459973
12/2/2014,1.004156946
12/3/2014,1.003238876
12/4/2014,1.009411806
12/5/2014,1.001858215
12/8/2014,1.000847713
12/9/2014,0.993183418
12/10/2014,0.977500016
12/11/2014,0.99108807
12/12/2014,1.006616274
12/15/2014,0.984331898
12/16/2014,0.979877652
12/17/2014,1.003844161
12/18/2014,1.023206098
12/19/2014,1.023901708
12/22/2014,1.000779747
12/24/2014,1.012423482
12/25/2014,0.997452678
12/26/2014,1.000573366
12/29/2014,0.994998525
12/30/2014,0.984259851
12/31/2014,1
1/2/2015,1
1/5/2015,0.997589872
1/6/2015,0.969812728
1/7/2015,1.00012679
1/8/2015,1.016687239
1/9/2015,1.001784277
1/13/2015,0.993602672
1/14/2015,0.982926326
1/15/2015,1.01861985
1/16/2015,0.985706741
1/19/2015,1.008902246
1/20/2015,1.020689182
1/21/2015,0.995058227
1/22/2015,1.002808895
1/23/2015,1.010544767
1/26/2015,0.997531345
1/27/2015,1.017161228
1/28/2015,1.001543743
1/29/2015,0.98935083
1/30/2015,1.003871922
2/2/2015,0.993416941
2/3/2015,0.987345429
2/4/2015,1.01977928
2/5/2015,0.99015082
2/6/2015,1.008219594
2/9/2015,1.003594055
2/10/2015,0.996654797
2/11/2015,1
2/12/2015,1.018526423
2/13/2015,0.996309101
2/16/2015,1.005102904
2/17/2015,0.999018055
2/18/2015,1.011790683
2/19/2015,1.003605612
2/20/2015,1.003696277
2/23/2015,1.007343276
2/24/2015,1.007394874
2/25/2015,0.999017321
2/26/2015,1.010792989
2/27/2015,1.000646786
3/2/2015,1.001539605
3/3/2015,0.999377448
3/4/2015,0.99407071
3/5/2015,1.002579195
3/6/2015,1.011687395
3/9/2015,0.990488155
3/10/2015,0.993324229
3/11/2015,1.003129377
3/12/2015,1.014291642
3/13/2015,1.01385599
3/16/2015,0.999574668
3/17/2015,1.009920963
3/18/2015,1.005529684
3/19/2015,0.996524854
3/20/2015,1.004295428
3/23/2015,1
3/24/2015,1.00783368
3/25/2015,1.001661302
3/26/2015,0.986069214
3/27/2015,0.990473671
3/30/2015,1.006521411
3/31/2015,0.989469582
4/1/2015,0.991037097
4/2/2015,1.014602131
4/3/2015,1.006332126
4/6/2015,0.998091101
4/7/2015,1.012504322
4/8/2015,1.007600173
4/9/2015,1.007474056
4/10/2015,0.998490808
4/13/2015,0.999891001
4/14/2015,1.000161702
4/15/2015,0.998045078
4/16/2015,1.000805735
4/17/2015,0.988288677
4/20/2015,0.999064228
4/21/2015,1.013985574
4/22/2015,1.011291855
4/23/2015,1.002669627
4/24/2015,0.991697333
4/27/2015,0.9981659
4/28/2015,1.003784602
4/30/2015,0.973132219
5/1/2015,1.000595343
5/5/2015,1
5/6/2015,1
5/7/2015,0.987730639
5/8/2015,1.00451997
5/11/2015,1.01247321
5/12/2015,1.000200281
5/13/2015,1.007127745
5/14/2015,0.990160222
5/15/2015,1.008312606
5/18/2015,1.007973965
5/19/2015,1.006843111
5/20/2015,1.008497775
5/21/2015,1.00031236
5/22/2015,1.003046152
5/25/2015,1.007370527
5/26/2015,1.001161517
5/27/2015,1.001717414
5/28/2015,1.003853
5/29/2015,1.000568789
6/1/2015,1.000326737
6/2/2015,0.998702972
6/3/2015,0.996608137
6/4/2015,1.000717009
6/5/2015,0.998668059
6/8/2015,0.999818633
6/9/2015,0.982358834
6/10/2015,0.997514896
6/11/2015,1.016791644
6/12/2015,1.001182819
6/15/2015,0.99905469
6/16/2015,0.993631011
6/17/2015,0.998091123
6/18/2015,0.988701411
6/19/2015,1.009175207
6/22/2015,1.012587796
6/23/2015,1.01866198
6/24/2015,1.002816483
6/25/2015,0.995369524
6/26/2015,0.996858661
6/29/2015,0.971206566
6/30/2015,1.006254678
7/1/2015,1.00462498
7/2/2015,1.009502516
7/3/2015,1.000842444
7/6/2015,0.979178466
7/7/2015,1.013149818
7/8/2015,0.968642976
7/9/2015,1.0059713
7/10/2015,0.996188969
7/13/2015,1.01566947
7/14/2015,1.014711993
7/15/2015,1.003826281
7/16/2015,1.006684594
7/17/2015,1.002466043
